"geological_age","age_min","age_max","age_unit"
"?",NULL,NULL,NULL
"~148",NULL,NULL,NULL
"~50 Ma (Eocene)",NULL,NULL,NULL
NULL,"1.2591","1.2591","Ma"
NULL,"1.26","1.26","Ma"
NULL,"1.26","1.38","million years (Ma)"
NULL,"1.281","1.281","Ma"
NULL,"1.284","1.284","Ma"
NULL,"1.29","1.35",NULL
NULL,"1.3","1.3","million years (Ma)"
NULL,"1.3",NULL,"Ma"
NULL,"1.3",NULL,"million years (Ma)"
NULL,"1.305","1.305","Ma"
NULL,"1.31","1.31","Ma"
NULL,"1.31","1.37",NULL
NULL,"1.31","1.39",NULL
NULL,"1.314","1.314","Ma"
NULL,"1.32","1.36","million years (Ma)"
NULL,"1.329","1.329","Ma"
NULL,"1.33","1.33","Ma"
NULL,"1.33","1.33","million years (Ma)"
NULL,"1.33","1.39",NULL
NULL,"1.34","1.34","Ma"
NULL,"1.344","1.344","Ma"
NULL,"1.35",NULL,"million years (Ma)"
NULL,"1.36","1.42","million years (Ma)"
NULL,"1.37","1.37","Ma"
NULL,"1.374","1.374","Ma"
NULL,"1.378","1.378","Ma"
NULL,"1.4","1.4","million years (Ma)"
NULL,"1.4","1.46","million years (Ma)"
NULL,"1.404","1.404","Ma"
NULL,"1.4046","1.4046","Ma"
NULL,"1.41","1.41","Ma"
NULL,"1.418","1.418","Ma"
NULL,"1.421","1.421","Ma"
NULL,"1.44","1.44","Ma"
NULL,"1.444","1.444","Ma"
NULL,"1.45","1.57","million years (Ma)"
NULL,"1.46","1.6","million years (Ma)"
NULL,"1.461","1.461","Ma"
NULL,"1.468","1.468","Ma"
NULL,"1.48","1.48","Ma"
NULL,"1.48","1.56","million years (Ma)"
NULL,"1.48","1.6","million years (Ma)"
NULL,"1.49","1.49","Ma"
NULL,"1.49","1.51",NULL
NULL,"1.491","1.491","Ma"
NULL,"1.495",NULL,"million years (Ma)"
NULL,"1.5","1.5","million years (Ma)"
NULL,"1.5","1.64",NULL
NULL,"1.512","1.512","Ma"
NULL,"1.513","1.513","Ma"
NULL,"1.52","1.52","Ma"
NULL,"1.53","1.54","Ma"
NULL,"1.534","1.534","Ma"
NULL,"1.54","1.54","Ma"
NULL,"1.554","1.554","Ma"
NULL,"1.56","1.56","Ma"
NULL,"1.564","1.564","Ma"
NULL,"1.57","1.75","million years (Ma)"
NULL,"1.574","1.574","Ma"
NULL,"1.58","1.58","Ma"
NULL,"1.58","1.59","million years (Ma)"
NULL,"1.593","1.593","Ma"
NULL,"1.6","1.6","Ma"
NULL,"1.6","1.6","million years (Ma)"
NULL,"1.61","1.61","Ma"
NULL,"1.627","1.627","Ma"
NULL,"1.63","1.68","million years (Ma)"
NULL,"1.644","1.644","Ma"
NULL,"1.658","1.658","Ma"
NULL,"1.66","1.66","Ma"
NULL,"1.66","1.74",NULL
NULL,"1.676","1.676","Ma"
NULL,"1.692","1.692","Ma"
NULL,"1.7","1.7","million years (Ma)"
NULL,"1.7","1.71","million years (Ma)"
NULL,"1.7",NULL,"Ma"
NULL,"1.703","1.703","Ma"
NULL,"1.71","1.71","Ma"
NULL,"1.7258","1.7258","Ma"
NULL,"1.7273","1.7273","Ma"
NULL,"1.728","1.728","Ma"
NULL,"1.738","1.738","Ma"
NULL,"1.749","1.749","Ma"
NULL,"1.749",NULL,"Ma"
NULL,"1.7498","1.7498","Ma"
NULL,"1.75","1.75","Ma"
NULL,"1.75","1.95","million years (Ma)"
NULL,"1.76","1.9",NULL
NULL,"1.76","1.98",NULL
NULL,"1.771","1.771","Ma"
NULL,"1.779","1.779","Ma"
NULL,"1.796","1.796","Ma"
NULL,"1.8","1.8","Ma"
NULL,"1.817","1.817","Ma"
NULL,"1.82","1.82","Ma"
NULL,"1.825","1.825","Ma"
NULL,"1.8271","1.8271","Ma"
NULL,"1.83","1.83","Ma"
NULL,"1.84","1.99","Ma"
NULL,"1.8446","1.8446","Ma"
NULL,"1.85","1.93",NULL
NULL,"1.859","1.859","Ma"
NULL,"1.875","1.875","Ma"
NULL,"1.88","1.88","Ma"
NULL,"1.89","1.98","Ma"
NULL,"1.9","1.9","Ma"
NULL,"1.9","1.9","million years (Ma)"
NULL,"1.9","2.1","million years (Ma)"
NULL,"1.93","1.93","Ma"
NULL,"1.949","1.949","Ma"
NULL,"1.96","1.96","Ma"
NULL,"1.96","2.06",NULL
NULL,"1.9602","1.9602","Ma"
NULL,"1.9608","1.9608","Ma"
NULL,"1.964","1.964","Ma"
NULL,"1.996","1.996","Ma"
NULL,"2","2","Ma"
NULL,"2","2","million years (Ma)"
NULL,"2","3","Ma"
NULL,"2.035","2.035","Ma"
NULL,"2.04","2.04","Ma"
NULL,"2.053","2.053","Ma"
NULL,"2.063","2.063","Ma"
NULL,"2.0636","2.0636","Ma"
NULL,"2.071","2.071","Ma"
NULL,"2.086","2.086","Ma"
NULL,"2.09","2.17",NULL
NULL,"2.1","2.1","Ma"
NULL,"2.1","2.1","million years (Ma)"
NULL,"2.1","2.2",NULL
NULL,"2.1","2.5",NULL
NULL,"2.105","2.105","Ma"
NULL,"2.11","2.11","Ma"
NULL,"2.1119","2.1119","Ma"
NULL,"2.112","2.112","Ma"
NULL,"2.1126","2.1126","Ma"
NULL,"2.132","2.132","Ma"
NULL,"2.138","2.138","Ma"
NULL,"2.169","2.169","Ma"
NULL,"2.179","2.179","Ma"
NULL,"2.198","2.198","Ma"
NULL,"2.226","2.226","Ma"
NULL,"2.246","2.246","Ma"
NULL,"2.25","2.25","Ma"
NULL,"2.254","2.254","Ma"
NULL,"2.282","2.282","Ma"
NULL,"2.2842","2.2842","Ma"
NULL,"2.288","2.288","Ma"
NULL,"2.3","2.5",NULL
NULL,"2.312","2.312","Ma"
NULL,"2.32","2.32","Ma"
NULL,"2.327","2.327","Ma"
NULL,"2.34","2.34","Ma"
NULL,"2.344","2.344","Ma"
NULL,"2.367","2.367","Ma"
NULL,"2.38","2.38","Ma"
NULL,"2.391","2.391","Ma"
NULL,"2.3912","2.3912","Ma"
NULL,"2.3913","2.3913","Ma"
NULL,"2.41","2.41","Ma"
NULL,"2.4159","2.4159","Ma"
NULL,"2.421","2.421","Ma"
NULL,"2.4291","2.4291","Ma"
NULL,"2.4295","2.4295","Ma"
NULL,"2.4297","2.4297","Ma"
NULL,"2.43","2.71","million years (Ma)"
NULL,"2.4357","2.4357","Ma"
NULL,"2.4361","2.4361","Ma"
NULL,"2.4363","2.4363","Ma"
NULL,"2.462","2.462","Ma"
NULL,"2.47","2.47","Ma"
NULL,"2.47","2.49","Ma"
NULL,"2.5","2.5",NULL
NULL,"2.5","2.7",NULL
NULL,"2.5","3.5","ka"
NULL,"2.5","6.4","Ma"
NULL,"2.501","2.501","Ma"
NULL,"2.51","2.51","Ma"
NULL,"2.52","2.52","Ma"
NULL,"2.53","2.53","Ma"
NULL,"2.533","2.533","Ma"
NULL,"2.5481","2.5481","Ma"
NULL,"2.55","2.99","million years (Ma)"
NULL,"2.559","2.559","Ma"
NULL,"2.56","2.56","Ma"
NULL,"2.58","2.78","Ma"
NULL,"2.5841","2.5841","Ma"
NULL,"2.585","2.585","Ma"
NULL,"2.59","2.59","Ma"
NULL,"2.6","2.6","Ma"
NULL,"2.6","2.6","million years (Ma)"
NULL,"2.6","2.7",NULL
NULL,"2.6","3.6","Ma"
NULL,"2.6","3.8","Ma"
NULL,"2.6","5.3","Ma"
NULL,"2.6","7.4","Ma"
NULL,"2.6","11.6","Ma"
NULL,"2.608","2.608","Ma"
NULL,"2.63","2.63","Ma"
NULL,"2.644","2.644","Ma"
NULL,"2.6458","2.6458","Ma"
NULL,"2.6465","2.6465","Ma"
NULL,"2.647","2.647","Ma"
NULL,"2.6485","2.6485","Ma"
NULL,"2.65","2.72","Ma"
NULL,"2.652","2.652","Ma"
NULL,"2.67","2.67","Ma"
NULL,"2.673","2.673","Ma"
NULL,"2.696","2.696","Ma"
NULL,"2.72","2.72","Ma"
NULL,"2.74","2.84",NULL
NULL,"2.745","2.745","Ma"
NULL,"2.75","2.99","million years (Ma)"
NULL,"2.77","14.99","Ma"
NULL,"2.774","2.774","Ma"
NULL,"2.8","2.8","Ma"
NULL,"2.8","2.8","million years (Ma)"
NULL,"2.8","3.1","million years (Ma)"
NULL,"2.805","2.805","Ma"
NULL,"2.81","2.81","Ma"
NULL,"2.82","4.03","Ma"
NULL,"2.84","3.06","Ma"
NULL,"2.841","2.841","Ma"
NULL,"2.85",NULL,"Ma"
NULL,"2.87","2.87","Ma"
NULL,"2.88","3.16","million years (Ma)"
NULL,"2.881","2.881","Ma"
NULL,"2.89","2.95","million years (Ma)"
NULL,"2.9","2.9","million years (Ma)"
NULL,"2.9",NULL,"Ma"
NULL,"2.925","2.925","Ma"
NULL,"2.93","2.93","Ma"
NULL,"2.94","2.94","Ma"
NULL,"2.94","3.02","million years (Ma)"
NULL,"2.96","2.96","Ma"
NULL,"2.96","3.02","million years (Ma)"
NULL,"2.97","3.05","million years (Ma)"
NULL,"2.974","2.974","Ma"
NULL,"2.98","2.98","Ma"
NULL,"3","3","million years (Ma)"
NULL,"3","3.23","Ma"
NULL,"3","4","Ma"
NULL,"3",NULL,"ka"
NULL,"3",NULL,"Ka"
NULL,"3.007","3.747","Ma"
NULL,"3.01","3.01","Ma"
NULL,"3.027","3.027","Ma"
NULL,"3.03","3.03","Ma"
NULL,"3.07","3.07","Ma"
NULL,"3.082","3.082","Ma"
NULL,"3.1","3.1","Ma"
NULL,"3.112","3.112","Ma"
NULL,"3.156","3.156","Ma"
NULL,"3.16","3.16","Ma"
NULL,"3.17","3.17","Ma"
NULL,"3.2","3.2","Ma"
NULL,"3.2","3.3","Ma"
NULL,"3.22","3.22","Ma"
NULL,"3.227","3.227","Ma"
NULL,"3.227",NULL,"million years (Ma)"
NULL,"3.23","3.23","Ma"
NULL,"3.23","3.5","Ma"
NULL,"3.252","3.252","Ma"
NULL,"3.27","3.27","Ma"
NULL,"3.275","3.275","Ma"
NULL,"3.297","3.297","Ma"
NULL,"3.31","3.31","Ma"
NULL,"3.319","3.319","Ma"
NULL,"3.32","3.32","Ma"
NULL,"3.34","3.34","Ma"
NULL,"3.341","3.341","Ma"
NULL,"3.35","3.35","Ma"
NULL,"3.362","3.362","Ma"
NULL,"3.3645","3.3645","Ma"
NULL,"3.37","3.37","Ma"
NULL,"3.38","3.38","Ma"
NULL,"3.385","3.385","Ma"
NULL,"3.4","3.4","Ma"
NULL,"3.409","3.409","Ma"
NULL,"3.4283","3.4283","Ma"
NULL,"3.4289","3.4289","Ma"
NULL,"3.43","3.43","Ma"
NULL,"3.4311","3.4311","Ma"
NULL,"3.435","3.435","Ma"
NULL,"3.44","3.44","Ma"
NULL,"3.462","3.462","Ma"
NULL,"3.4649","3.4649","Ma"
NULL,"3.4758","3.4758","Ma"
NULL,"3.4764","3.4764","Ma"
NULL,"3.492","3.492","Ma"
NULL,"3.4957","3.4957","Ma"
NULL,"3.4996","3.4996","Ma"
NULL,"3.4998","3.4998","Ma"
NULL,"3.5","3.5","Ma"
NULL,"3.524","3.524","Ma"
NULL,"3.53","3.62","million years (Ma)"
NULL,"3.54","3.54","Ma"
NULL,"3.5451","3.5451","Ma"
NULL,"3.557","3.557","Ma"
NULL,"3.59","3.59","Ma"
NULL,"3.6","3.61","Ma"
NULL,"3.6","4.2","Ma"
NULL,"3.62","3.63","Ma"
NULL,"3.622","3.622","Ma"
NULL,"3.63","3.63","Ma"
NULL,"3.65","3.65","Ma"
NULL,"3.652","3.652","Ma"
NULL,"3.67","3.67","Ma"
NULL,"3.682","3.682","Ma"
NULL,"3.71","3.71","Ma"
NULL,"3.739","3.739","Ma"
NULL,"3.767","3.767","Ma"
NULL,"3.77","3.77","Ma"
NULL,"3.795","3.795","Ma"
NULL,"3.825","3.825","Ma"
NULL,"3.83","4.29","million years (Ma)"
NULL,"3.85","3.86","Ma"
NULL,"3.855","3.855","Ma"
NULL,"3.884","3.884","Ma"
NULL,"3.89","3.89","Ma"
NULL,"3.89","3.9","Ma"
NULL,"3.91","3.91","Ma"
NULL,"3.912","3.912","Ma"
NULL,"3.92","3.93","Ma"
NULL,"3.938","3.938","Ma"
NULL,"3.959","3.959","Ma"
NULL,"3.986","3.986","Ma"
NULL,"4","4","Ma"
NULL,"4","4.5","Ma"
NULL,"4","6","Ma"
NULL,"4","6",NULL
NULL,"4",NULL,"ka"
NULL,"4",NULL,"Ka"
NULL,"4",NULL,"Ma"
NULL,"4.043","4.043","Ma"
NULL,"4.075","4.075","Ma"
NULL,"4.09","4.09","Ma"
NULL,"4.0942","4.0942","Ma"
NULL,"4.1","4.1","Ma"
NULL,"4.1","4.1","million years (Ma)"
NULL,"4.1",NULL,"million years (Ma)"
NULL,"4.109","4.109","Ma"
NULL,"4.11","4.11","Ma"
NULL,"4.144","4.144","Ma"
NULL,"4.16","4.16","Ma"
NULL,"4.179","4.179","Ma"
NULL,"4.194","4.194","Ma"
NULL,"4.1956","4.1956","Ma"
NULL,"4.2","4.2","Ma"
NULL,"4.2","4.4","million years (Ma)"
NULL,"4.2","5.2","Ma"
NULL,"4.212","4.212","Ma"
NULL,"4.24","4.24","Ma"
NULL,"4.244","4.244","Ma"
NULL,"4.273","4.273","Ma"
NULL,"4.2819","4.2819","Ma"
NULL,"4.29","4.29","Ma"
NULL,"4.29",NULL,"Ma"
NULL,"4.299","4.299","Ma"
NULL,"4.31","4.69","million years (Ma)"
NULL,"4.322","4.322","Ma"
NULL,"4.33","4.33","Ma"
NULL,"4.344","4.344","Ma"
NULL,"4.364","4.364","Ma"
NULL,"4.38","4.38","Ma"
NULL,"4.383","4.383","Ma"
NULL,"4.4","4.4","Ma"
NULL,"4.417","4.417","Ma"
NULL,"4.42","4.42","Ma"
NULL,"4.433","4.433","Ma"
NULL,"4.449","4.449","Ma"
NULL,"4.46","4.46","Ma"
NULL,"4.464","4.464","Ma"
NULL,"4.477","4.477","Ma"
NULL,"4.48","4.48","Ma"
NULL,"4.496","4.496","Ma"
NULL,"4.5","4.5","million years (Ma)"
NULL,"4.5",NULL,"Ma"
NULL,"4.51","4.51","Ma"
NULL,"4.512","4.512","Ma"
NULL,"4.529","4.529","Ma"
NULL,"4.546","4.546","Ma"
NULL,"4.55","4.55","Ma"
NULL,"4.565","4.565","Ma"
NULL,"4.585","4.585","Ma"
NULL,"4.59","4.59","Ma"
NULL,"4.606","4.606","Ma"
NULL,"4.61","4.61","Ma"
NULL,"4.627","4.627","Ma"
NULL,"4.64","4.64","Ma"
NULL,"4.649","4.649","Ma"
NULL,"4.67","4.67","Ma"
NULL,"4.692","4.692","Ma"
NULL,"4.7","4.7","million years (Ma)"
NULL,"4.714","4.714","Ma"
NULL,"4.736","4.736","Ma"
NULL,"4.74","4.86","million years (Ma)"
NULL,"4.7426","4.7426","Ma"
NULL,"4.75","4.75","Ma"
NULL,"4.7502","4.7502","Ma"
NULL,"4.7523","4.7523","Ma"
NULL,"4.754","4.754","Ma"
NULL,"4.7553","4.7553","Ma"
NULL,"4.758","4.758","Ma"
NULL,"4.782","4.782","Ma"
NULL,"4.7854","4.7854","Ma"
NULL,"4.79","5.19","Ma"
NULL,"4.8","5",NULL
NULL,"4.807","4.807","Ma"
NULL,"4.8507","4.8507","Ma"
NULL,"4.86","4.86","Ma"
NULL,"4.866","4.866","Ma"
NULL,"4.87","4.87","Ma"
NULL,"4.883","4.883","Ma"
NULL,"4.8893","4.8893","Ma"
NULL,"4.8995","4.8995","Ma"
NULL,"4.901","4.901","Ma"
NULL,"4.93","4.93","Ma"
NULL,"4.94","4.94","Ma"
NULL,"4.944","4.944","Ma"
NULL,"4.9453","4.9453","Ma"
NULL,"4.993","4.993","Ma"
NULL,"5","5","a"
NULL,"5","5.08","million years (Ma)"
NULL,"5","5.6",NULL
NULL,"5","10","Years"
NULL,"5","10",NULL
NULL,"5",NULL,NULL
NULL,"5.03","5.03","Ma"
NULL,"5.03","5.11","million years (Ma)"
NULL,"5.044","5.044","Ma"
NULL,"5.0502","5.0502","Ma"
NULL,"5.08","5.08","Ma"
NULL,"5.095","5.095","Ma"
NULL,"5.132","5.132","Ma"
NULL,"5.161","5.161","Ma"
NULL,"5.186","5.186","Ma"
NULL,"5.2","5.2","Ma"
NULL,"5.2","5.2","million years (Ma)"
NULL,"5.208","5.208","Ma"
NULL,"5.2151","5.2151","Ma"
NULL,"5.228","5.228","Ma"
NULL,"5.23","5.23","Ma"
NULL,"5.249","5.249","Ma"
NULL,"5.26","5.26","Ma"
NULL,"5.269","5.269","Ma"
NULL,"5.292","5.292","Ma"
NULL,"5.3","11.6","Ma"
NULL,"5.3","23","Ma"
NULL,"5.3",NULL,"Ma"
NULL,"5.318","5.318","Ma"
NULL,"5.32","5.32","Ma"
NULL,"5.34","5.76","Ma"
NULL,"5.353","5.353","Ma"
NULL,"5.36","5.36","Ma"
NULL,"5.407","5.407","Ma"
NULL,"5.41","5.41","Ma"
NULL,"5.46","5.46","Ma"
NULL,"5.5","5.5","million years (Ma)"
NULL,"5.505","5.505","Ma"
NULL,"5.51","5.51","Ma"
NULL,"5.53","5.53","Ma"
NULL,"5.59","5.59","Ma"
NULL,"5.6","6.6","Ma"
NULL,"5.61","5.61","Ma"
NULL,"5.678","5.678","Ma"
NULL,"5.68","5.68","Ma"
NULL,"5.695","5.695","Ma"
NULL,"5.698","5.698","Ma"
NULL,"5.713","5.713","Ma"
NULL,"5.7213","5.7213","Ma"
NULL,"5.734","5.734","Ma"
NULL,"5.755","5.755","Ma"
NULL,"5.774","5.774","Ma"
NULL,"5.793","5.793","Ma"
NULL,"5.8","5.8","Ma"
NULL,"5.8","5.8","million years (Ma)"
NULL,"5.811","5.811","Ma"
NULL,"5.82","5.82","Ma"
NULL,"5.83","5.83","Ma"
NULL,"5.85","5.85","Ma"
NULL,"5.85","5.85","million years (Ma)"
NULL,"5.87","5.87","Ma"
NULL,"5.893","5.893","Ma"
NULL,"5.917","5.917","Ma"
NULL,"5.92","5.92","Ma"
NULL,"5.942","5.942","Ma"
NULL,"5.994","5.994","Ma"
NULL,"6.01","6.01","Ma"
NULL,"6.04","6.04","Ma"
NULL,"6.0876","6.0876","Ma"
NULL,"6.0889","6.0889","Ma"
NULL,"6.1","6.1","Ma"
NULL,"6.1042","6.1042","Ma"
NULL,"6.1266","6.1266","Ma"
NULL,"6.15","6.15","Ma"
NULL,"6.1754","6.1754","Ma"
NULL,"6.19","6.19","Ma"
NULL,"6.49","6.51","Ma"
NULL,"6.5","6.5","million years (Ma)"
NULL,"6.5","7","million years (Ma)"
NULL,"6.5","13","million years (Ma)"
NULL,"6.5","13","years"
NULL,"6.5","13",NULL
NULL,"6.5","18","million years (Ma)"
NULL,"6.5",NULL,"million years (Ma)"
NULL,"6.52","6.52","Ma"
NULL,"6.66","6.66","Ma"
NULL,"6.7","7.3","Ma"
NULL,"6.7",NULL,"million years (Ma)"
NULL,"6.7327","6.7327","Ma"
NULL,"6.75","6.75","Ma"
NULL,"6.84","6.84","Ma"
NULL,"7","7","ka"
NULL,"7","7","Ma"
NULL,"7","11","Ma"
NULL,"7",NULL,"million years (Ma)"
NULL,"7.11",NULL,"Ma"
NULL,"7.12","7.12","Ma"
NULL,"7.22","7.22","Ma"
NULL,"7.3951","7.3951","Ma"
NULL,"7.44","7.44","Ma"
NULL,"7.7",NULL,"Ma"
NULL,"7.7781","7.7781","Ma"
NULL,"7.8326","7.8326","Ma"
NULL,"7.84","7.84","Ma"
NULL,"7.858","7.858","Ma"
NULL,"7.96",NULL,"Ma"
NULL,"7.97","7.97","Ma"
NULL,"8","12","Ma"
NULL,"8.2","13.8","Ma"
NULL,"8.28","8.29","Ma"
NULL,"8.35","8.35","Ma"
NULL,"8.44","8.44","Ma"
NULL,"8.46","8.47","Ma"
NULL,"8.47","8.47","Ma"
NULL,"8.52","8.52","Ma"
NULL,"8.61","8.61","Ma"
NULL,"8.87",NULL,"Ma"
NULL,"8.97","9.12","Ma"
NULL,"9","9","Ma"
NULL,"9","10","Ma"
NULL,"9","271","cal yr BP"
NULL,"9","652",NULL
NULL,"9.04","9.08","Ma"
NULL,"9.06","9.08","Ma"
NULL,"9.117",NULL,"million years (Ma)"
NULL,"9.36","9.36","Ma"
NULL,"9.38","9.38","Ma"
NULL,"9.44","9.44","Ma"
NULL,"9.48",NULL,"Ma"
NULL,"9.56","9.63","Ma"
NULL,"9.72","9.74","Ma"
NULL,"9.81","9.88","Ma"
NULL,"10","12","Ka"
NULL,"10","13","million years (Ma)"
NULL,"10","15","million years (Ma)"
NULL,"10","15",NULL
NULL,"10","18","million years (Ma)"
NULL,"10","20","a"
NULL,"10","20",NULL
NULL,"10",NULL,"ka"
NULL,"10",NULL,"Ka"
NULL,"10.14","10.14","Ma"
NULL,"10.16",NULL,"Ma"
NULL,"10.18","10.18","Ma"
NULL,"10.47","10.47","Ma"
NULL,"10.6","11","million years (Ma)"
NULL,"10.7",NULL,"Ma"
NULL,"10.72","10.72","Ma"
NULL,"10.74","10.74","Ma"
NULL,"10.9","11.1","million years (Ma)"
NULL,"10.96","10.97","Ma"
NULL,"11","11","million years (Ma)"
NULL,"11","12","Ma"
NULL,"11","12",NULL
NULL,"11","111","Ka"
NULL,"11",NULL,"ka"
NULL,"11",NULL,"Ka"
NULL,"11.04","11.04","Ma"
NULL,"11.06","11.06","Ma"
NULL,"11.1","11.5","million years (Ma)"
NULL,"11.12","11.13","Ma"
NULL,"11.23",NULL,"Ma"
NULL,"11.35","11.35","Ma"
NULL,"11.4","11.7","Ma"
NULL,"11.46","11.46","Ma"
NULL,"11.6","20.4","Ma"
NULL,"11.69","11.71","Ma"
NULL,"11.7",NULL,"Ma"
NULL,"11.71","11.72","Ma"
NULL,"11.75","11.76","Ma"
NULL,"11.85","11.86","Ma"
NULL,"11.89","11.9","Ma"
NULL,"11.9","12.5","million years (Ma)"
NULL,"11.92","11.93","Ma"
NULL,"11.94","11.94","Ma"
NULL,"12","15",NULL
NULL,"12","34",NULL
NULL,"12.01804567474048","12.01804567474048","Ma"
NULL,"12.1","13.2","million years (Ma)"
NULL,"12.17","12.17","Ma"
NULL,"12.37","12.39","Ma"
NULL,"12.44","12.44","Ma"
NULL,"12.48","12.5","Ma"
NULL,"12.72","13.63","million years (Ma)"
NULL,"12.77","12.77","Ma"
NULL,"12.78","12.78","Ma"
NULL,"13","13","Ma"
NULL,"13.01","13.53","Ma"
NULL,"13.06","13.06","Ma"
NULL,"13.24",NULL,"million years (Ma)"
NULL,"13.3",NULL,"Ma"
NULL,"13.62","13.72","Ma"
NULL,"13.71","14.07","Ma"
NULL,"13.72","13.72","Ma"
NULL,"13.77","13.77","Ma"
NULL,"13.85","13.98","million years (Ma)"
NULL,"14","14","Ka"
NULL,"14","268","cal yr BP"
NULL,"14",NULL,"Ka"
NULL,"14.1","14.1","Ma"
NULL,"14.2",NULL,"Ma"
NULL,"14.28","14.3","Ma"
NULL,"14.29","14.63","million years (Ma)"
NULL,"14.31","14.33","Ma"
NULL,"14.39","14.43","Ma"
NULL,"14.46","14.48","Ma"
NULL,"14.5","14.5","million years (Ma)"
NULL,"14.5",NULL,"Ma"
NULL,"14.51","14.82","Ma"
NULL,"14.54","14.54","Ma"
NULL,"14.56","14.71","Ma"
NULL,"14.58","14.62","Ma"
NULL,"14.65","14.65","Ma"
NULL,"14.71","14.71","Ma"
NULL,"14.85","14.87","Ma"
NULL,"14.86","14.88","Ma"
NULL,"14.87","14.92","Ma"
NULL,"14.92","14.96","Ma"
NULL,"14.97","14.99","Ma"
NULL,"14.98","14.98","Ma"
NULL,"15.06","15.08","Ma"
NULL,"15.09","15.1","Ma"
NULL,"15.17","15.17","Ma"
NULL,"15.19","15.21","Ma"
NULL,"15.2421","15.2421","Ma"
NULL,"15.28","16.92","Ma"
NULL,"15.3","15.43","million years (Ma)"
NULL,"15.35","15.4","Ma"
NULL,"15.4","15.48","Ma"
NULL,"15.41","15.41","Ma"
NULL,"15.42","15.53","Ma"
NULL,"15.51","15.52","Ma"
NULL,"15.52","15.54","Ma"
NULL,"15.53","15.64","Ma"
NULL,"15.54","15.74","Ma"
NULL,"15.57","15.68","Ma"
NULL,"15.62","15.66","Ma"
NULL,"15.6267","15.6267","Ma"
NULL,"15.64","15.73","Ma"
NULL,"15.74","15.74","Ma"
NULL,"15.75","15.8","Ma"
NULL,"15.8",NULL,"Ma"
NULL,"15.9","16",NULL
NULL,"15.92","16.03","Ma"
NULL,"15.95",NULL,"Ma"
NULL,"16","16.25",NULL
NULL,"16","23","Ma"
NULL,"16.02","16.02","Ma"
NULL,"16.04","16.25","Ma"
NULL,"16.1","16.7","million years (Ma)"
NULL,"16.12","16.22","Ma"
NULL,"16.18","16.18","Ma"
NULL,"16.2",NULL,"Ma"
NULL,"16.25","17.12","Ma"
NULL,"16.28",NULL,"Ma"
NULL,"16.34","16.92","Ma"
NULL,"16.4",NULL,"Ma"
NULL,"16.45","16.45","Ma"
NULL,"16.71","16.71","Ma"
NULL,"16.72",NULL,"Ma"
NULL,"16.8",NULL,"Ma"
NULL,"16.86","16.95","Ma"
NULL,"17.1332","17.1332","Ma"
NULL,"17.1743","17.1743","Ma"
NULL,"17.29","17.29","Ma"
NULL,"17.37","17.37","Ma"
NULL,"17.41","17.41","Ma"
NULL,"17.5","17.53","Ma"
NULL,"17.58",NULL,"Ma"
NULL,"17.59","17.65","Ma"
NULL,"17.6",NULL,"Ma"
NULL,"17.63","17.67","Ma"
NULL,"18",NULL,"Ma"
NULL,"18.06","18.06","Ma"
NULL,"18.12","18.12","Ma"
NULL,"18.2",NULL,"Ma"
NULL,"18.4",NULL,"Ma"
NULL,"18.45","18.45","Ma"
NULL,"18.59","18.59","Ma"
NULL,"18.7",NULL,"Ma"
NULL,"19","19","Ma"
NULL,"19",NULL,"years"
NULL,"19.09","19.58","Ma"
NULL,"19.2","20.6","Ma"
NULL,"19.2",NULL,"Ma"
NULL,"19.22","19.66","Ma"
NULL,"19.3",NULL,"Ma"
NULL,"19.36","19.36","Ma"
NULL,"19.38","19.38","Ma"
NULL,"19.5",NULL,"Ma"
NULL,"19.51","19.51","Ma"
NULL,"19.54","19.54","Ma"
NULL,"19.6","31",NULL
NULL,"19.66",NULL,"Ma"
NULL,"19.72","19.75","Ma"
NULL,"19.8","19.82","Ma"
NULL,"19.8",NULL,"Ma"
NULL,"19.9",NULL,"Ma"
NULL,"19.93","19.94","Ma"
NULL,"19.93","20.24","Ma"
NULL,"19.95979515570934","19.95979515570934","Ma"
NULL,"19.96","19.96","Ma"
NULL,"20","20",NULL
NULL,"20",NULL,"years"
NULL,"20.07","20.07","Ma"
NULL,"20.17","20.38","Ma"
NULL,"20.3","20.3","Ma"
NULL,"20.5","20.5","Ma"
NULL,"20.5",NULL,"Ma"
NULL,"20.52","20.61","Ma"
NULL,"20.68","20.68","Ma"
NULL,"20.7",NULL,"Ma"
NULL,"20.83","20.83","Ma"
NULL,"21.36","21.36","Ma"
NULL,"21.4",NULL,"Ma"
NULL,"21.48","21.48","Ma"
NULL,"21.5",NULL,"Ma"
NULL,"21.57","21.62","Ma"
NULL,"21.58","21.62","Ma"
NULL,"21.66",NULL,"Ma"
NULL,"21.68","21.71","Ma"
NULL,"21.9",NULL,"Ma"
NULL,"21.92","21.92","Ma"
NULL,"21.93","21.96","Ma"
NULL,"21.96","21.96","Ma"
NULL,"22.1",NULL,"Ma"
NULL,"22.2",NULL,"Ma"
NULL,"22.25","23","million years (Ma)"
NULL,"22.26","22.26","Ma"
NULL,"22.4",NULL,"Ma"
NULL,"22.5",NULL,"Ma"
NULL,"22.51","22.61","Ma"
NULL,"22.57","22.67","Ma"
NULL,"22.66","22.7","Ma"
NULL,"22.73","22.73","Ma"
NULL,"22.85","22.85","Ma"
