"locality","locality_description"
NULL,"Quarry N. End; Brewer siding on Ry on Becks Rd 1 mi. S of Pine Tree Boulevard (Skyline Parkway)"
NULL,"Quarry Near Camp Meeker, At Mouth Of Duval Creek; Near San Francisco"
NULL,"Quarry Near Camp Meeker; Near San Francisco"
NULL,"Quarry near Castle Rock"
NULL,"Quarry near harbor"
NULL,"Quarry Near Intersection Of Highway 83 And 63, And Liki Liki Highway And 83"
NULL,"Quarry near Kirovsk, Murmansk Dis"
NULL,"Quarry Near Macomer"
NULL,"Quarry Near Mortlake"
NULL,"Quarry near Nasik"
NULL,"Quarry Near Sauterre, Nn Of Clermont-ferrand"
NULL,"Quarry near Windjammer hotel"
NULL,"Quarry North of Loon Lake, North Creek Quad"
NULL,"Quarry Of Auxillary Vent, N Foot Of Cone; 40 Km S Of Guadalajara"
NULL,"Quarry On 6th St Between Corona & Riverside"
NULL,"Quarry On Bishop Peak"
NULL,"Quarry On Coast Road Between Lendalfoot And Girvan"
NULL,"quarry on county road 412, 0.8 miles W of intersection w/ TX"
NULL,"Quarry on E side and halfway up XI Yang Mo Lin Shan; 5 km WNW of Da Kou Qin, 13 km WSW of Gangyao; 36 km N of Jilin City"
NULL,"Quarry on Earthquake Flat at Waimrangu turnoff"
NULL,"Quarry On Main Rd From Berkshire To Cheshire"
NULL,"Quarry On Main Road"
NULL,"Quarry On N Side Of Highway, At Km #2 Road From Soriano To Pallone & Bagnaias"
NULL,"Quarry On N Side Of Road At Garnaburn Bridge"
NULL,"Quarry On N Side Of Roat At Garnaburn Bridge; .75 Mi Ne Of Colmonell"
NULL,"Quarry on north side of Route 2 0.2 miles east of its junction with Route 15"
NULL,"Quarry on Roanoke River. Near Altavista"
NULL,"Quarry On Roanoke River; Near Altavista"
NULL,"Quarry on S side of Da Yi Shan scoria cone; 35 km SSE of Huinan"
NULL,"Quarry on SE side of Hao Tian Si Shan; 1.5 km NNE of Shui Tou Cun"
NULL,"Quarry on SE side of Hou Tuan Shan; 2 km WNW of DaKou Qin; 11 km SW of Gangyao; 35 km N of Jilin City"
NULL,"Quarry on SE slope of Jian Shan; NW of NE end of Er Long Shan reservoir; 35 km W of Yitong"
NULL,"Quarry on side of Rivière Capot"
NULL,"Quarry on SW side of Smoky Butte"
NULL,"Quarry on the Klosterberg"
NULL,"Quarry On W Side Of Granite Mtn"
NULL,"Quarry on W side of Si Jia Shan; 13 km S of Xaio Gu Shan village"
NULL,"Quarry S. End, Brewer siding on ry on Becks Rd 1 mi S of Pine Tree Blvd (Skyline Parkway)"
NULL,"Quarry S. of pt.6 of Wilson"
NULL,"Quarry Se Of Ellensburg"
NULL,"Quarry south of Balfour Lake"
NULL,"Quarry South of Santa Clara"
NULL,"Quarry South Of Yorebagger"
NULL,"Quarry Sw Base Of Punchbowl"
NULL,"Quarry SW of Willsboro"
NULL,"Quarry SW side of Smoky Butte"
NULL,"Quarry W End Of Soriano"
NULL,"Quarry W Of Kula"
NULL,"Quarry W Of Maihingen"
NULL,"Quarry W Of Sakeisi Ne Of Enzan, E Of Kohu City"
NULL,"Quarry, ~20 km SW of center of Changchun"
NULL,"Quarry, 1 mi NE of Vermontville, Saranac Quad"
NULL,"Quarry, 4 mi NE of Corona, 0.9 mi E of Mt. Hole"
NULL,"Quarry, base of Crater 5 cone; 33 km WNW of N end of Jinbo Lake"
NULL,"Quarry, Beaver Creek Stock, Beaver Creek Road"
NULL,"Quarry, Beaver Creek Stock, Beaver Creek Road; 25 Yards N Of 67-05001"
NULL,"Quarry, Beaver Creek Stock, Beaver Creek Road; 25 Yards N Of 67-05001, In Small Quarry"
NULL,"Quarry, Damaping, Hannuoba volcanic field; NW of Zhang Jia Kou"
NULL,"Quarry, in canyon on north side of Peridot Mesa; 1.7 km SW of San Carlos"
NULL,"Quarry, N side of Hwy U; SW SE sec. 14, T29N, R6E; S central part of pluton"
NULL,"Quarry, SE edge mesa 1.1 km E of Rt. 53 - Rt. 20 intersection (Ogelene Canyon)"
NULL,"Quarry, SE side of Route 640, 5.4 km NNW of Monterey"
NULL,"Quarry, SW sec. 23, T29N, R6E (at pit symbol on marathon 1:48,000 quad); south part of"
NULL,"Quarry; 4.5 km NNW of Da Kou Qin; 11 km WSW of Ganyao; 37 km N of Jilin City"
NULL,"Quarry; N Of Williams"
NULL,"Quarsenia"
NULL,"Quartet Vein"
NULL,"Quartszite"
NULL,"Quartszite (Near)"
NULL,"Quartz Creek Breccia"
NULL,"Quartz Creek District"
NULL,"Quartz Mt"
NULL,"Quartz Mt; E Of Drytown"
NULL,"Quartz vein at Boxhole crater"
NULL,"Quartzberg District"
NULL,"Quartzburg District"
NULL,"Quartzite locality ala Vedder, JG et. al. (1979)"
NULL,"Quartzite Tunnel"
NULL,"Quartzsite"
NULL,"Quartzsite (6 Mi S Of)"
NULL,"Quartzsite (Near)"
NULL,"Quartzsite (Near), Quartz Hill"
NULL,"Quartzsite (Se Of), Crystal Hill"
NULL,"Quartzville"
NULL,"Que Brada De Asiento, 6 Mi Above Cortadera"
NULL,"Que Cellazo S Of 110 M Junction"
NULL,"Que Las Canas, 160 M"
NULL,"Que Las Canas, 165 M"
NULL,"Que Las Canas, 170 M"
NULL,"Quebrada Aeropuerto, E side of island"
NULL,"Quebrada Aqua Fria, N of Cerro Pelun Complex"
NULL,"Quebrada Carrizal or del Mico"
NULL,"Quebrada de los Altos, NW of Yaritagua"
NULL,"Quebrada de los Altos, S of Yaritagua"
NULL,"Quebrada De Paipote Near El Bolo"
NULL,"Quebrada del Silencio, 1/2 mile NE of Carrizal Grande"
NULL,"Quebrada El Cocal Norte, W side of island"
NULL,"Quebrada El Cocal Sur, W side of island"
NULL,"Quebrada Le Ge, first volcanic outcrops upstream from Cogollo Limestone"
NULL,"Quebrada Mamon, NW of Barquisimeto"
NULL,"Quebrada Mastodonte, N of Barquisimeto"
NULL,"Quebrada of La Rinconada"
NULL,"Quebrada Pizarro, E coast of island"
NULL,"Quebrada Seca gully near La Ceiba"
NULL,"Quebrada Seca, same spot as SS02-15"
NULL,"Quechiola"
NULL,"Queen Anne Mine; Ross Basin"
NULL,"Queen Maud Land; Syowa"
NULL,"Queen Shaft"
NULL,"Queens Chapel Road (Near Airport At)"
NULL,"Queensland"
NULL,"Queensland (Central West)"
NULL,"Queensland (north)"
NULL,"Queensland Border"
NULL,"Quegstein, Seven Mountains"
NULL,"Queiro"
NULL,"Quelimane"
NULL,"Quelimane (350 km from)"
NULL,"Quemazon Saddle section in saddle"
NULL,"Quenast"
NULL,"Queque"
NULL,"Quercy"
NULL,"Quercy, Monillac"
NULL,"Queretaro"
NULL,"Querida"
NULL,"Queropalaca"
NULL,"Questa"
NULL,"Quetena"
NULL,"Quibell"
NULL,"Quidi Vidi, Northside"
NULL,"Quijarro"
NULL,"Quijarro, Fouichuasco"
NULL,"Quijotoa Mtns"
NULL,"Quijotoa Mtns.; Covered Wells"
NULL,"Quilchena"
NULL,"Quilin (Near), Quanshi"
NULL,"Quillacas flow deposit"
NULL,"Quilon, Travancore"
NULL,"Quincinetto"
NULL,"Quincy"
NULL,"Quincy (N Of)"
NULL,"Quincy (W Of)"
NULL,"Quincy And Salem Neck"
NULL,"Quincy, 240"
NULL,"Quinn River"
NULL,"Quirrh Mtns"
NULL,"Quiruvilca"
NULL,"Quiruvilca, Trujillo (80 km. E. of), La Libertad"
NULL,"Quisque, Minasragra"
NULL,"Quixaba dist"
NULL,"R 72w, T 19 N, Sec 4"
NULL,"R A Rode Ranch, Llano (10 Mi Sw Of)"
NULL,"R.r. 1000 Ft W Of Tunnel Above Red Jacket"
NULL,"R.r. 1500 Ft. N. Of New Yellow Jacket Shaft"
NULL,"R.r. 2000 Ft Sw Of Tunnel Above Red Jacket"
NULL,"R.r. 2000 Ft. W. By S. Of Baltimore"
NULL,"R.r. 500 Ft. N. Jones Ranch"
NULL,"R.r. At Station W. Of Amazon"
NULL,"R.r. Cut 1000 Ft. Ese Of Red Jacket"
NULL,"R.r. Cut 1000 Ft. S. Of Red Jacket Mine"
NULL,"R.r. Cut 1500 Ft. Ese Of Red Jacket"
NULL,"R.r. Cut 200 Ft. Nw Ward"
NULL,"R.r. Cut 500 Ft. S. Of Belcher"
NULL,"R.r. Cut 800 Ft. W. Of Caledonia New Shaft"
NULL,"R.r. Cut At Nw Contact Of Andesite Area (on Map) Ese From Northern Spy"
NULL,"R.r. Cut Just 1500 Ft. Se Of Knickerbocker"
NULL,"R.r. Cut Just N. Of Belcher"
NULL,"R.r. Cut On Next Spur N Of Nw Andesite Contact And E. Of Northern Spy"
NULL,"R.r. Just W. Of S. End"
NULL,"R.r. Just W. Of S. End Mine"
NULL,"R.r. To Union Consolidated, 1200 Ft. W. Shaft"
NULL,"R.r. W. Of Silver City, Near Pt. 5766"
NULL,"Raade"
NULL,"Raade (Near)"
NULL,"Raade, Moss"
NULL,"Raade, Moss (Near)"
NULL,"Rabacca River; near Rim Of Crater"
NULL,"Rabbit Ear Pass"
NULL,"Rabbit Hole District"
NULL,"Rabejac"
NULL,"Rabenstein"
NULL,"Rabenstein (Near), Huhnerkobel"
NULL,"Rabenstein, Meran"
NULL,"Rabinal"
NULL,"Racalmuto"
NULL,"Racalmuto (Near), Agrigento"
NULL,"Racalmuto, Agrigento"
NULL,"Racalmuto, Solfatara Giona"
NULL,"Rachgoun"
NULL,"Raciborz"
NULL,"Raciborz (Near), Pszow"
NULL,"Racine"
NULL,"Racine, Shullsburg"
NULL,"Racle"
NULL,"Radaboi"
NULL,"Radanthal, East Germany, Magdeburg, East Germany"
NULL,"Radar Creek"
NULL,"Radar Creek Area"
NULL,"Raddusa"
NULL,"Raddusa, Catania (Near)"
NULL,"Rade, Berg"
NULL,"Radejsin, Alterberg"
NULL,"Radersberg, Eifel, Rhineland-Palatinate"
NULL,"Radersburg"
NULL,"Radiator Shaft, Radiator Gap, Bears S 75 E And Is 600 Ft Distant"
NULL,"Radio Station WWV"
NULL,"Radium"
NULL,"Radium (Near)"
NULL,"Radium (nr.)"
NULL,"Radium Hill"
NULL,"Radium Ridge, Mt. Painter"
NULL,"Radkovice"
NULL,"Radotin"
NULL,"Radvanka, Uzlrorod (Near), Carpathian Ruthenia, Czechoslovakia, Czechoslovakia"
NULL,"Radzein"
NULL,"Rafin Gabbas"
NULL,"Ragged Edge Of Rugged Crest, N Of Cleetwood Cove"
NULL,"Ragged Jack Mtn.; Hartford"
NULL,"Ragtown Lake"
NULL,"Ragusa"
NULL,"Rahier"
NULL,"Raibl"
NULL,"Raibl, Corinthia"
NULL,"Raidelgraben"
NULL,"Raigad"
NULL,"Raikot, CHilas, Northern Areas"
NULL,"Raikot, Gilgit, Northern Areas"
NULL,"Raikot, Nanga Parbat area, Northern Areas"
NULL,"Railroad"
NULL,"Railroad Between Copper Prince And Tunnel 37"
NULL,"Railroad Butte"
NULL,"Railroad Creek"
NULL,"Railroad Crossing"
NULL,"Railroad Crossing Macomer"
NULL,"Railroad Cut 1000 Ft Ese Of Red Jacket Mine"
NULL,"Railroad Cut 2 Mi Ne Of Mirage"
NULL,"Railroad Cut 4 Mi. E. Of Orofino. Thin Sections Stored At End Of Hietanen Collection"
NULL,"Railroad Cut 4.5 Mi. E. Of Orofino Along Orofino Creek"
NULL,"Railroad Cut At Dark Run"
NULL,"Railroad Cut E Of Mouth Of Whiskey Creek Along Orofino Creek"
NULL,"Railroad Cut East Of Pyles"
NULL,"Railroad Cut Near Mt Hope"
NULL,"Railroad cut on west side of Chestnut Creek; 0.5 km south of railroad spur to Huey Pit"
NULL,"Railroad Cut Opposite Levey Park"
NULL,"Railroad Cut S Side Of Bear Creek"
NULL,"Railroad cut south side of Bear Creek. 25 feet above surface of Dakota Point."
NULL,"Railroad Cut West Of Rooney, West Of Pierce"
NULL,"Railroad Cut, 2 1/2 Mi. SW of Brown Pt., Willsboro Quad"
NULL,"Railroad Cut, First And M Streets, Ne"
NULL,"Railroad Cuts Just E Of Mouth Of Fields Gulch"
NULL,"Railroad Station Near Peck 5 Mi. W. Of Ahsahka On Clearwater River"
NULL,"Railroad W. Of Copper Prince"
NULL,"Rainbow Alp, Urserental Valley; Spitzberge (Below)"
NULL,"Rainbow Basin (Nw1/4 Sec 24 T1n R2w)"
NULL,"Rainier Mesa"
NULL,"Rains"
NULL,"Rainy Creek"
NULL,"Raise 708"
NULL,"Raise Above 100 Ft Level"
NULL,"Raise From 100 Ft Level"
NULL,"Raise N Of Shaft"
NULL,"Rajasthan, Mandal"
NULL,"Rajpura Dariba"
NULL,"Rajputana"
NULL,"Rajputana, Ajmer"
NULL,"Rajputana, Ajmer-Merwara"
NULL,"Rajsberg"
NULL,"Rakosbanya"
NULL,"Rakovnik, Valachov, Skrivan District (Near)"
NULL,"Rakwana"
NULL,"Rakwana, Sabaragamuva"
NULL,"Raleigh"
NULL,"Raleigh (Near)"
NULL,"Raleigh (Near), Carbon Hills"
NULL,"Raleigh Peak (.5 Mi Nw Of), Luster Group Pegmatite; Platte Canyon Quadrangle"
NULL,"Raleigh Peak District"
NULL,"Rall's Crossing (1.5 Mi Nw Of)"
NULL,"Ralston Creek Above First Large Bend Beyond Sedimentaries"
NULL,"Ralston Creek above large bend beyond sedimentary rocks"
NULL,"Ralston Creek area, main ore shoot, 60 feet from portal in north adit"
NULL,"Ralston Creek At Divide Above Small Canyon"
NULL,"Ralston Creek Canyon; Golden"
NULL,"Rama (40 Mi W Of)"
NULL,"Ramberg"
NULL,"Rambim Hill, Lambwe Bay, Between Homa Bay And Rusinga I"
NULL,"Rameka Creek; Nelson"
NULL,"Ramfoss, Snarum"
NULL,"Rammelsberg, Goslar"
NULL,"Ramona"
NULL,"Ramona (Near)"
NULL,"Ramona dist"
NULL,"Ramona District"
NULL,"Ramona Quad, Near W Boundary Of; San Pasqual Valley, On Rd N Of"
NULL,"Ramona, Hercules Ledge"
NULL,"Ramos"
NULL,"Ramosa Lodge"
NULL,"Rampart District"
NULL,"Rams Horn Run (Nw Branch); Takoma Park (Near)"
NULL,"Ramsaas"
NULL,"Ramsheck, Seveland"
NULL,"Rancagua"
NULL,"Rancauga"
NULL,"Ranch, 17 Mi S Of Alpine"
NULL,"Rancho De Harpero"
NULL,"Rancho De San Juan"
NULL,"Rancho El Tejon"
NULL,"Rancho Palo Colorado"
NULL,"Rancho Penasquitos"
NULL,"Ranchou?, Boutieres, Velay"
NULL,"Rancie"
NULL,"Rancie Mtn.; Le Grand Tartier"
NULL,"Rand"
NULL,"Rand District"
NULL,"Randeck, Freiberg"
NULL,"Randolph"
NULL,"Randsberg"
NULL,"Randsburg"
NULL,"Randsburg (Near)"
NULL,"Randsburg District"
NULL,"Range 15e, Township 17"
NULL,"Range N. Of Bullard Peak"
NULL,"Range W Of Frisco"
NULL,"Ranger District"
NULL,"Rangwe R-1, along southeast margin of main vent"
NULL,"Rano; Obsidian boulder in crater"
NULL,"Ransom"
NULL,"Raon, Leon"
NULL,"Rapa"
NULL,"Rapid City"
NULL,"Rapid Creek"
NULL,"Rapid Creek (1.5 Km E Of), Young Creek"
NULL,"Rapid Creek (Crosscut And Creek At)"
NULL,"Rapid Creek phosphate locality"
NULL,"Rapid Creek; Kulan Camp (S Of)"
NULL,"Rapid Creek; Stoneman Camp"
NULL,"Rapid Creeks"
NULL,"Rapidan River; Hempstead Farm"
NULL,"Rapides Parish"
NULL,"Rapides Parish, Cotile (Near)"
NULL,"Rapids in Yellowstone River 3 miles N. of Yellowstone Lake"
NULL,"Rappahannock River"
NULL,"Rappahannock River; Richards Ford"
NULL,"Rappahannock River; Wilmont Wharf"
NULL,"Rappitz"
NULL,"Rappoltsweiler"
NULL,"Rappoltsweiler, Bergheim"
NULL,"Rappoltsweiler, Ribeauville"
NULL,"Rar El Anz"
NULL,"Rar El Anz (Region Casablanca)"
NULL,"Rar El Anz, Cherrat"
NULL,"Raritan Copper Works"
NULL,"Raron"
NULL,"Rarus Mine Dump"
NULL,"Raseneisemstein, Rhodesia, Rhodesia"
NULL,"Raseneisenstein Son Ulten (?)"
NULL,"Rashvad Creek"
NULL,"Rasinari, Transilvania Region"
NULL,"Rassbach, Nassau"
NULL,"Ratcliff Pit"
NULL,"Rathausberg"
NULL,"Ratho, Edinburgh"
NULL,"Ratiboiske Hory, Tabor (Near)"
NULL,"Ratiborschitz"
NULL,"Ratlum Mtn., Satans Kingdom Formation; Collinsville"
NULL,"Ratnapura"
NULL,"Ratnapura (10 Mi. From)"
NULL,"Ratnapura (Near)"
NULL,"Ratnapura District"
NULL,"Ratnapura District, Eheliyagoda"
NULL,"Ratofka"
NULL,"Ratofka River; Petrozavodsk"
NULL,"Raton"
NULL,"Raton Site (Carl Orth's pit) (viewpoint overlooking town)"
NULL,"Raton Site south"
NULL,"Ratschinges"
NULL,"Rattle Snake Butte (Interior) (Near)"
NULL,"Rattle Snake Butte; Interior (Near)"
NULL,"Rattlesnake Butte"
NULL,"Rattlesnake Butte; Pine Ridge Indian Reservation"
NULL,"Rattlesnake Canyon"
NULL,"Rattlesnake Hill, N 40 W From State House"
NULL,"Rattlesnake Mtn."
NULL,"Rattlesnake?"
NULL,"Rattling Brook OR near Domelain's Wharf"
NULL,"Rau Rau, E Base Of Merapi"
NULL,"Raub Farm"
NULL,"Rauenthal"
NULL,"Rauenthalite"
NULL,"Rauhe Alp; Wurttemberg, Jusiberg"
NULL,"Raum Gera"
NULL,"Raumo"
NULL,"Raura"
NULL,"Rauris"
NULL,"Rauschermuhle"
NULL,"Rautenkranz"
NULL,"Rauthaskritha - or ""red scree"""
NULL,"Rauvis Valley"
NULL,"Raven Creek, E. side near its head"
NULL,"Ravenna (Near)"
NULL,"Ravenstein"
NULL,"Ravensworth (Near), Coal Fire Buchite"
NULL,"Ravine A Few Hundred Feet North Wells Fargo Mine"
NULL,"Ravine E Of Cold Spring"
NULL,"Ravine E Of Lt Luke's Hospital"
NULL,"Ravine N.W. Of The Gate"
NULL,"Ravine near Bristol"
NULL,"Ravine near Tacarigua"
NULL,"Ravine North Of Station"
NULL,"Ravine On Southern Slope"
NULL,"Ravine On Sw Slope"
NULL,"Ravine W. Of Pinto Peak"
NULL,"Ravine, Madonna Del Olivo"
NULL,"Rawalpindi (Near)"
NULL,"Rawdon, Dundas, Bombo Quarry Dike, Bulli Dike, Kiama Dike, Liverpool Range, Armidale, Nandewar Mountains, Drogheda Trig., Luddenham, Murrumburrah, Rixons Pass, Sherbrook"
NULL,"Rawlins"
NULL,"Ray"
NULL,"Ray Farm (Near), Henry"
NULL,"Rayfield Granite"
NULL,"Raymond"
NULL,"Raymond (12 Mi N Of)"
NULL,"Raymond (Near)"
NULL,"Rayon"
NULL,"Rayon (Near)"
NULL,"Rayside Con Iv"
NULL,"Razoare"
NULL,"Razor Creek, Stock"
NULL,"Rd 3 1/2 Mi E Of Portobello"
NULL,"Rd Cut 1.5 Mi W Vista On Rd To Oceanside"
NULL,"Rd Cut On State Hwy 6a At Rd Junction About 1.4 Mi S Of Inlet Of Saginaw Lake"
NULL,"Rd Cut On State Hwy 6a At Woodport 200 Yd S Of Lake Cove"
NULL,"Rd From Adams To Florida"
NULL,"Rd From Ashahka To Lewiston Between Big Canyon Creek And Bridge"
NULL,"Rd From Dalton To Windsor"
NULL,"Rd From Hidalgo To Guanajuato"
NULL,"Rd From North Adams Over Hoosac Mt"
NULL,"Rd from San Felipe to Arriaga"
NULL,"Rd From San Felipe To Arriaga"
NULL,"Rd On Ridge Above Gyppo Creek 0.7 Mi. From Junction With Gyppo Creek Rd. Camp T Logging Area"
NULL,"Rd To Canon Plaza + Vallecitos; About 5 Mi Sw Of Tusas"
NULL,"Rd To Hospital"
NULL,"Rd To Schwan's Mill Just S Of Oak St"
NULL,"Rd To Villahermosa, 10km From Libano"
NULL,"Reaction zone"
NULL,"Read's Prospect"
NULL,"Reading"
NULL,"Reading Prong"
NULL,"Reading, Intersection Of Route 128 And Route 93"
NULL,"Reading, Interstate Highway 93 And Route 129 (Junction Of) (?), Reading"
NULL,"Reading, Route 93 And Route 128"
NULL,"Reagan"
NULL,"Real De Catorce"
NULL,"Real Del Monte"
NULL,"Real Del Monte Vein"
NULL,"Real Socavon"
NULL,"Reaphill Hill, Flinders Range"
NULL,"Reaphook Hill"
NULL,"Reaphook Hill, Martins Well, Flinders Range"
NULL,"Rebarao Dos Folhas"
NULL,"Reboleira District"
NULL,"Rechlinghausen"
NULL,"Rechlinghausen (Near), Auguste-Viktoria Huls"
NULL,"Reckibach, Binnental"
NULL,"Reckingen"
NULL,"Reckingen (Near), Bachithal"
NULL,"Reckingen (Near), Bachithal, Valais"
NULL,"Reckingen (Near), Lauine"
NULL,"Reckingen, Bachithal"
NULL,"Reckingen, Blindental"
NULL,"Reckingen, Lauine"
NULL,"Reckinger Tal"
NULL,"Recontre Brook, above unconformity"
NULL,"Reczk"
NULL,"Red Amphitheater"
NULL,"Red Bank Creek, 1 Mi From Buffalo Creek, Spencer's Bluff"
NULL,"Red Bay"
NULL,"Red Bed Stope, 1400 Level"
NULL,"Red Beds"
NULL,"Red Bird Claim"
NULL,"Red Bird, Hanging Wall 3.5 Mi Ssw Of Camp"
NULL,"Red Bluff (Near)"
NULL,"Red Canyon"
NULL,"Red Canyon (Near Mouth Of)"
NULL,"Red Canyon District"
NULL,"Red Cap"
NULL,"Red Cliff"
NULL,"Red Cloud (2 Mi N Of)"
NULL,"Red Cloud Mine Road"
NULL,"Red Cloud Wash"
NULL,"Red Creek; Browns Park"
NULL,"Red Desert"
NULL,"Red Desert Region"
NULL,"Red Desert; Wamsutter (42 Mi N Of)"
NULL,"Red Devil"
NULL,"Red Feather Lake"
NULL,"Red Feather Lake (20 Mi N Of)"
NULL,"Red Hill"
NULL,"Red Hill Claim"
NULL,"Red Hill Lease Shaft Se Of Portland Mine"
NULL,"Red Hill Pegmatite"
NULL,"Red Hill, Rumford"
NULL,"Red Hill, Summit Of Haleakala"
NULL,"Red Hills"
NULL,"Red Horse Lake; Lyndhurst (Near)"
NULL,"Red House"
NULL,"Red House Mtn"
NULL,"Red Island North; from bedded? Sludge on top of dome"
NULL,"Red Island North; from sludge on top of dome"
NULL,"Red Islands, Mings Bight"
NULL,"Red Jacket Dump"
NULL,"Red Jacket Shaft, 1550 Ft Below Surface"
NULL,"Red Jacket Shaft, 1600 Ft Below Surface"
NULL,"Red Jacket Shaft, 1750 Ft Below Surface"
NULL,"Red Jacket Shaft, 300 Ft Below Surface"
NULL,"Red Lake"
NULL,"Red Lodge"
NULL,"Red Lodge (Near)"
NULL,"Red Marble Gap (1.5 Mi Ne Of)"
NULL,"Red Mountain"
NULL,"Red Mountain (Near)"
NULL,"Red Mountain Expressway in the deep cut through Red Mountain"
NULL,"Red Mountain Pass"
NULL,"Red Mountain; From just below the third level stope near schute of the Gunston Mine"
NULL,"Red Mountain; From the rubble above the western cliff"
NULL,"Red Mountain; From the third level stope of the Gunston Mine"
NULL,"Red Mountain; prospect"
NULL,"Red Mountain; Treasury Tunnel"
NULL,"Red Mountain; Western-most cliffs on south side of Red Mountain"
NULL,"Red Mountain; Western-most cliffs on south side of Red Mountain; sample collected 5' above lower dike contact"
NULL,"Red Mtn"
NULL,"Red Mtn. (Locality No.2)"
NULL,"Red Mtn. (N Slope)"
NULL,"Red Mtn. (Near Union), Miners Ridge"
NULL,"Red Mtn. Pass"
NULL,"Red Mtn. Pass; Ouray"
NULL,"Red Mtn., Miners Ridge"
NULL,"Red Mtn., Miners Ridge; Ukiah (Near)"
NULL,"Red Mtn.; Brooklyn Tunnel"
NULL,"Red Mtn.; Genesee Tunnel"
NULL,"Red Mtn.; Laramie (7 Mi Sw Of)"
NULL,"Red Mtn.; Ouray"
NULL,"Red Mtn.; Silverton"
NULL,"Red Mtn.; Ukiah (Near)"
NULL,"Red Mtns. District"
NULL,"Red River"
NULL,"Red River (N Fork Of)"
NULL,"Red River Floodway"
NULL,"Red River Mining District"
NULL,"Red River Pass"
NULL,"Red River; Questa"
NULL,"Red Rock (10 Mi S Of)"
NULL,"Red Rock Canyon"
NULL,"Red Rocks Park, Along Route 128; W Of Las Vegas"
NULL,"Red Rocks Park, White Rock Spring Parking Area, 1 Km Ene To S Side Of Hill"
NULL,"Red Roger"
NULL,"Red Seamount"
NULL,"Red Top"
NULL,"Red Top Mtn"
NULL,"Red Trap Rock Dam"
NULL,"Red Water Creek; Badlands"
NULL,"Redcliff Campgrounds"
NULL,"Redding"
NULL,"Redding, Redding Station"
NULL,"Redding, West Redding"
NULL,"Redemption Claim"
NULL,"Redman Point, Mississippi River; Memphis (Across Fr)"
NULL,"Redmont (Near), Roberts Branch"
NULL,"Redondo border-SE"
NULL,"Redondo Border, 0.25 mi. NE of BM 9688"
NULL,"Redondo Border, 0.5 mi. SW of BM 9688"
NULL,"Redondo Border, 1 mi SSE BM 8441"
NULL,"Redondo Border, 1.25 miles NNE of BM 8080"
NULL,"Redondo Border, high ridge 2 m. N BM 8080"
NULL,"Redondo Border; BM 8441; Ridge between Deer and Mormon Canyons"
NULL,"Redondo Creek, 0.3 mi. N of spring at head"
NULL,"Redondo Creek, 1 mile NE of BM 8080"
NULL,"Redondo Creek, 1.25 miles NE of BM 8080"
NULL,"Redondo Creek, 2.5 miles NE of BM 8080"
NULL,"Redondo Creek, 3 miles NE of BM 8080"
NULL,"Redondo Creek, near spring at head"
NULL,"Redondo Extension"
NULL,"Redoubt Kopatsk, USSR, USSR. Katharinenburg Dist."
NULL,"Redoubt Kopatsk, USSR, USSR. Locality Key: Katharinenburg Dist."
NULL,"Redpa (3 Km Sw Of)"
NULL,"Redruth"
NULL,"Redruth (Near)"
NULL,"Redruth (Near), Illogan"
NULL,"Redruth, Huel Sparnon"
NULL,"Redtop"
NULL,"Redtop Mt"
NULL,"Redwell Basin"
NULL,"Redwitz"
NULL,"Redwood City"
NULL,"Redwood City (Foothills W Of)"
NULL,"Redwood City (Near)"
NULL,"Reed's Gap Quarry"
NULL,"Reed's Place In Sw Corner"
NULL,"Reed Ranch Rd., Tiburon Peninsula"
NULL,"Reed Road"
NULL,"Reeds Bay"
NULL,"Reeds Station"
NULL,"Reeds Station (Near)"
NULL,"Reefton, West Nelson"
NULL,"Reese Creek"
NULL,"Reese River"
NULL,"Reese River District"
NULL,"Reeves Farm, Bladensburg Turnpike"
NULL,"Regan"
NULL,"Regatta Ground"
NULL,"Regenberg"
NULL,"Reggio"
NULL,"Reggio Emilia, Rossena"
NULL,"Reggio Nell'Emilia, Rossena"
NULL,"Region De Las Navajas"
NULL,"Region De Saint Die, Vosges"
NULL,"Regiori"
NULL,"Regla"
NULL,"Rehinpreussen, Idar"
NULL,"Rehoboth"
NULL,"Rehoboth (Area)"
NULL,"Rehoboth District, Nadas"
NULL,"Rehoboth, Rehoboth District (?)"
NULL,"Rehocabotsy"
NULL,"Rei Point"
NULL,"Reichelsdorf"
NULL,"Reichenbach"
NULL,"Reichenbach (Near), Borstein"
NULL,"Reichenbach (Near), Neumark"
NULL,"Reichenbach (Near), Neumark (Near), Erlmuhle"
NULL,"Reichenbach, Oberstein"
NULL,"Reichenbach, West Germany, West Germany"
NULL,"Reichenberg, East Germany, Saxony, East Germany"
NULL,"Reichenberg, East Germany, Saxony, East Germany. Locality Key: Reichenberg, Moritzburg (Near); Near Moritzburg."
NULL,"Reichenstein"
NULL,"Reichweiler, Westrich"
NULL,"Reid Quarry, Mason Mountain"
NULL,"Reid scoria quarry"
NULL,"Reidscheid, West Germany, West Germany"
NULL,"Reifland, East Germany, Saxony, East Germany. Locality Key: Reifland, Lengefeld (Near); Near Lengefeld."
NULL,"Reilly Lease"
NULL,"Reilly Lease, 160 Ft Level"
NULL,"Reilly Lease, 210 Ft Level"
NULL,"Reilly Lease, Bottom Of Winze On 160 Ft Level"
